resultId,raceId,driverId,constructorId,grid,points,laps,milliseconds,fastestLap,race_rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name
24629,1031,1,131,5,12.0,71,5461428,67,3,67712,229.572,1,2020,1,70,Austrian Grand Prix
24630,1031,832,1,8,10.0,71,5464642,63,5,67974,228.687,1,2020,1,70,Austrian Grand Prix
24631,1031,815,211,6,8.0,71,5470831,63,6,68305,227.579,1,2020,1,70,Austrian Grand Prix
24632,1031,842,213,12,6.0,71,5472421,64,11,69025,225.205,1,2020,1,70,Austrian Grand Prix
24633,1031,839,4,14,4.0,71,5473195,64,10,68932,225.509,1,2020,1,70,Austrian Grand Prix
24634,1031,841,51,18,2.0,71,5476885,70,9,68795,225.954,1,2020,1,70,Austrian Grand Prix
24635,1031,20,6,11,1.0,71,5480284,71,8,68623,226.524,1,2020,1,70,Austrian Grand Prix
24636,1031,849,3,20,0.0,71,5487389,63,16,69662,223.146,1,2020,1,70,Austrian Grand Prix
24637,1031,826,213,13,0.0,69,0,50,13,69135,224.847,22,2020,1,70,Austrian Grand Prix
24638,1031,848,9,4,0.0,67,0,50,7,68432,227.156,40,2020,1,70,Austrian Grand Prix
24639,1031,8,51,19,0.0,53,0,48,12,69031,225.185,36,2020,1,70,Austrian Grand Prix
24640,1031,847,3,17,0.0,49,0,49,14,69317,224.256,32,2020,1,70,Austrian Grand Prix
24641,1031,154,210,15,0.0,49,0,46,17,70228,221.347,23,2020,1,70,Austrian Grand Prix
24642,1031,825,210,16,0.0,24,0,23,20,70720,219.807,23,2020,1,70,Austrian Grand Prix
24643,1031,840,211,9,0.0,20,0,4,18,70326,221.039,5,2020,1,70,Austrian Grand Prix
24644,1031,817,4,10,0.0,17,0,8,19,70610,220.15,25,2020,1,70,Austrian Grand Prix
24645,1031,830,9,2,0.0,11,0,5,15,69351,224.146,40,2020,1,70,Austrian Grand Prix
24646,1032,1,131,1,25.0,71,4970683,68,3,66719,232.989,1,2020,2,70,Styrian Grand Prix
24647,1032,822,131,4,18.0,71,4984402,62,7,67534,230.177,1,2020,2,70,Styrian Grand Prix
24648,1032,830,9,2,15.0,71,5004381,70,2,66145,235.01,1,2020,2,70,Styrian Grand Prix
24649,1032,848,9,6,12.0,71,5015083,67,6,67299,230.981,1,2020,2,70,Styrian Grand Prix
24650,1032,846,1,9,10.0,71,5032153,66,5,67193,231.345,1,2020,2,70,Styrian Grand Prix
24651,1032,815,211,17,8.0,71,5033070,68,4,67188,231.362,1,2020,2,70,Styrian Grand Prix
24652,1032,840,211,12,6.0,71,5033136,65,10,67833,229.162,1,2020,2,70,Styrian Grand Prix
24653,1032,817,4,8,4.0,71,5033274,65,9,67832,229.166,1,2020,2,70,Styrian Grand Prix
24654,1032,832,1,3,3.0,70,0,68,1,65619,236.894,11,2020,2,70,Styrian Grand Prix
24655,1032,826,213,13,1.0,70,0,60,13,68378,227.336,11,2020,2,70,Styrian Grand Prix
24656,1032,8,51,16,0.0,70,0,57,14,68382,227.322,11,2020,2,70,Styrian Grand Prix
24657,1032,825,210,15,0.0,70,0,69,11,68009,228.569,11,2020,2,70,Styrian Grand Prix
24658,1032,154,210,0,0.0,70,0,69,12,68047,228.442,11,2020,2,70,Styrian Grand Prix
24659,1032,841,51,19,0.0,70,0,54,15,68512,226.891,11,2020,2,70,Styrian Grand Prix
24660,1032,842,213,7,0.0,70,0,69,8,67827,229.183,11,2020,2,70,Styrian Grand Prix
24661,1032,847,3,11,0.0,69,0,36,16,68601,226.597,12,2020,2,70,Styrian Grand Prix
24662,1032,849,3,18,0.0,69,0,68,17,68806,225.922,12,2020,2,70,Styrian Grand Prix
24663,1032,839,4,5,0.0,25,0,22,18,69321,224.243,25,2020,2,70,Styrian Grand Prix
24664,1032,844,6,14,0.0,4,0,3,19,95378,162.979,130,2020,2,70,Styrian Grand Prix
24665,1032,20,6,10,0.0,1,0,0,0,5400000,0.0,130,2020,2,70,Styrian Grand Prix
24666,1033,1,131,1,26.0,70,5772473,70,1,76627,205.823,1,2020,3,11,Hungarian Grand Prix
24667,1033,830,9,7,18.0,70,5781175,60,4,79184,199.176,1,2020,3,11,Hungarian Grand Prix
24668,1033,822,131,2,15.0,70,5781925,66,2,77664,203.072,1,2020,3,11,Hungarian Grand Prix
24669,1033,840,211,3,12.0,70,5830052,68,3,78973,199.708,1,2020,3,11,Hungarian Grand Prix
24670,1033,848,9,13,10.0,70,5850789,68,5,79440,198.534,1,2020,3,11,Hungarian Grand Prix
24671,1033,20,6,5,8.0,69,0,49,14,80363,196.254,11,2020,3,11,Hungarian Grand Prix
24672,1033,815,211,4,6.0,69,0,39,10,80090,196.923,11,2020,3,11,Hungarian Grand Prix
24673,1033,817,4,11,4.0,69,0,46,7,79532,198.305,11,2020,3,11,Hungarian Grand Prix
24674,1033,832,1,9,2.0,69,0,68,15,80477,195.976,11,2020,3,11,Hungarian Grand Prix
24675,1033,825,210,0,1.0,69,0,67,6,79457,198.492,11,2020,3,11,Hungarian Grand Prix
24676,1033,844,6,6,0.0,69,0,64,16,80821,195.142,11,2020,3,11,Hungarian Grand Prix
24677,1033,826,213,17,0.0,69,0,51,18,80946,194.841,11,2020,3,11,Hungarian Grand Prix
24678,1033,846,1,8,0.0,69,0,42,8,79945,197.28,11,2020,3,11,Hungarian Grand Prix
24679,1033,839,4,14,0.0,69,0,40,13,80261,196.503,11,2020,3,11,Hungarian Grand Prix
24680,1033,8,51,20,0.0,69,0,67,17,80889,194.978,11,2020,3,11,Hungarian Grand Prix
24681,1033,154,210,0,0.0,69,0,61,12,80232,196.574,11,2020,3,11,Hungarian Grand Prix
24682,1033,841,51,19,0.0,69,0,44,11,80096,196.908,11,2020,3,11,Hungarian Grand Prix
24683,1033,847,3,12,0.0,69,0,67,9,79984,197.184,11,2020,3,11,Hungarian Grand Prix
24684,1033,849,3,15,0.0,65,0,64,19,81198,194.236,15,2020,3,11,Hungarian Grand Prix
24685,1033,842,213,10,0.0,15,0,10,20,83939,187.893,5,2020,3,11,Hungarian Grand Prix
24686,1034,1,131,1,25.0,52,5281283,45,3,89238,237.652,1,2020,4,9,British Grand Prix
24687,1034,830,9,3,19.0,52,5287139,52,1,87097,243.494,1,2020,4,9,British Grand Prix
24688,1034,844,6,4,15.0,52,5299757,49,9,89813,236.13,1,2020,4,9,British Grand Prix
24689,1034,817,4,8,12.0,52,5300933,49,5,89482,237.004,1,2020,4,9,British Grand Prix
24690,1034,846,1,5,10.0,52,5303560,41,12,90058,235.488,1,2020,4,9,British Grand Prix
24691,1034,839,4,9,8.0,52,5308220,50,6,89491,236.98,1,2020,4,9,British Grand Prix
24692,1034,842,213,11,6.0,52,5312471,52,7,89603,236.684,1,2020,4,9,British Grand Prix
24693,1034,848,9,12,4.0,52,5313953,52,2,88689,239.123,1,2020,4,9,British Grand Prix
24694,1034,840,211,6,2.0,52,5318594,44,13,90475,234.402,1,2020,4,9,British Grand Prix
24695,1034,20,6,10,1.0,52,5323140,44,15,90537,234.242,1,2020,4,9,British Grand Prix
24696,1034,822,131,2,0.0,52,5323450,41,4,89265,237.58,1,2020,4,9,British Grand Prix
24697,1034,847,3,20,0.0,52,5333287,41,16,90862,233.404,1,2020,4,9,British Grand Prix
24698,1034,832,1,7,0.0,52,5334653,47,10,89948,235.776,1,2020,4,9,British Grand Prix
24699,1034,841,51,15,0.0,52,5335488,49,17,90977,233.109,1,2020,4,9,British Grand Prix
24700,1034,849,3,18,0.0,52,5335832,44,14,90501,234.335,1,2020,4,9,British Grand Prix
24701,1034,154,210,17,0.0,52,5336333,49,8,89782,236.212,1,2020,4,9,British Grand Prix
24702,1034,8,51,16,0.0,51,0,49,11,89973,235.71,11,2020,4,9,British Grand Prix
24703,1034,826,213,19,0.0,11,0,11,18,92443,229.412,3,2020,4,9,British Grand Prix
24704,1034,825,210,14,0.0,1,0,0,0,5400000,0.0,4,2020,4,9,British Grand Prix
24705,1034,807,211,13,0.0,0,0,0,0,5400000,0.0,131,2020,4,9,British Grand Prix
24706,1035,830,9,4,25.0,52,4781993,46,2,89465,237.049,1,2020,5,9,70th Anniversary Grand Prix
24707,1035,1,131,2,19.0,52,4793319,43,1,88451,239.766,1,2020,5,9,70th Anniversary Grand Prix
24708,1035,822,131,1,15.0,52,4801224,44,4,89765,236.256,1,2020,5,9,70th Anniversary Grand Prix
24709,1035,844,6,8,12.0,52,4811282,39,8,90551,234.203,1,2020,5,9,70th Anniversary Grand Prix
24710,1035,848,9,9,10.0,52,4821139,46,3,89477,237.017,1,2020,5,9,70th Anniversary Grand Prix
24711,1035,840,211,6,8.0,52,4824531,45,15,90877,233.365,1,2020,5,9,70th Anniversary Grand Prix
24712,1035,807,211,3,6.0,52,4837944,52,6,90087,235.412,1,2020,5,9,70th Anniversary Grand Prix
24713,1035,839,4,14,4.0,52,4846766,50,10,90575,234.144,1,2020,5,9,70th Anniversary Grand Prix
24714,1035,846,1,10,2.0,52,4847537,49,11,90698,233.826,1,2020,5,9,70th Anniversary Grand Prix
24715,1035,826,213,16,1.0,52,4851662,52,12,90738,233.723,1,2020,5,9,70th Anniversary Grand Prix
24716,1035,842,213,7,0.0,52,4852635,52,7,90092,235.399,1,2020,5,9,70th Anniversary Grand Prix
24717,1035,20,6,11,0.0,52,4855363,49,13,90785,233.602,1,2020,5,9,70th Anniversary Grand Prix
24718,1035,832,1,12,0.0,52,4856063,49,9,90556,234.193,1,2020,5,9,70th Anniversary Grand Prix
24719,1035,817,4,5,0.0,51,0,39,16,91168,232.621,11,2020,5,9,70th Anniversary Grand Prix
24720,1035,8,51,20,0.0,51,0,30,18,91756,231.13,11,2020,5,9,70th Anniversary Grand Prix
24721,1035,154,210,13,0.0,51,0,51,14,90793,233.581,11,2020,5,9,70th Anniversary Grand Prix
24722,1035,841,51,19,0.0,51,0,37,19,91826,230.954,11,2020,5,9,70th Anniversary Grand Prix
24723,1035,847,3,15,0.0,51,0,50,17,91408,232.01,11,2020,5,9,70th Anniversary Grand Prix
24724,1035,849,3,18,0.0,51,0,48,5,89950,235.77,11,2020,5,9,70th Anniversary Grand Prix
24725,1035,825,210,17,0.0,43,0,39,20,91830,230.944,31,2020,5,9,70th Anniversary Grand Prix
24726,1036,1,131,1,25.0,66,5505279,63,2,79822,209.942,1,2020,6,4,Spanish Grand Prix
24727,1036,830,9,3,18.0,66,5529456,53,4,81477,205.677,1,2020,6,4,Spanish Grand Prix
24728,1036,822,131,2,16.0,66,5550031,66,1,78183,214.343,1,2020,6,4,Spanish Grand Prix
24729,1036,840,211,5,12.0,65,0,56,8,82024,204.306,11,2020,6,4,Spanish Grand Prix
24730,1036,815,211,4,10.0,65,0,58,16,82515,203.09,11,2020,6,4,Spanish Grand Prix
24731,1036,832,1,7,8.0,65,0,59,5,81771,204.938,11,2020,6,4,Spanish Grand Prix
24732,1036,20,6,11,6.0,65,0,48,18,82707,202.618,11,2020,6,4,Spanish Grand Prix
24733,1036,848,9,6,4.0,65,0,41,11,82194,203.883,11,2020,6,4,Spanish Grand Prix
24734,1036,842,213,10,2.0,65,0,44,17,82543,203.021,11,2020,6,4,Spanish Grand Prix
24735,1036,846,1,8,1.0,65,0,56,13,82392,203.393,11,2020,6,4,Spanish Grand Prix
24736,1036,817,4,13,0.0,65,0,51,14,82464,203.215,11,2020,6,4,Spanish Grand Prix
24737,1036,826,213,12,0.0,65,0,47,12,82336,203.531,11,2020,6,4,Spanish Grand Prix
24738,1036,839,4,15,0.0,65,0,65,10,82174,203.933,11,2020,6,4,Spanish Grand Prix
24739,1036,8,51,14,0.0,65,0,47,7,81888,204.645,11,2020,6,4,Spanish Grand Prix
24740,1036,825,210,16,0.0,65,0,64,19,83474,200.757,11,2020,6,4,Spanish Grand Prix
24741,1036,841,51,20,0.0,65,0,47,6,81801,204.863,11,2020,6,4,Spanish Grand Prix
24742,1036,847,3,18,0.0,65,0,37,15,82503,203.119,11,2020,6,4,Spanish Grand Prix
24743,1036,849,3,19,0.0,64,0,60,9,82030,204.291,12,2020,6,4,Spanish Grand Prix
24744,1036,154,210,17,0.0,64,0,64,3,80408,208.409,12,2020,6,4,Spanish Grand Prix
24745,1036,844,6,9,0.0,38,0,35,20,83968,199.576,40,2020,6,4,Spanish Grand Prix
24746,1037,1,131,1,25.0,44,5048761,28,2,107758,233.99,1,2020,7,13,Belgian Grand Prix
24747,1037,822,131,2,18.0,44,5057209,27,5,107983,233.503,1,2020,7,13,Belgian Grand Prix
24748,1037,830,9,3,15.0,44,5064216,27,8,108305,232.809,1,2020,7,13,Belgian Grand Prix
24749,1037,817,4,4,13.0,44,5067638,44,1,107483,234.589,1,2020,7,13,Belgian Grand Prix
24750,1037,839,4,6,10.0,44,5089411,44,10,108539,232.305,1,2020,7,13,Belgian Grand Prix
24751,1037,848,9,5,8.0,44,5091473,27,12,108735,231.886,1,2020,7,13,Belgian Grand Prix
24752,1037,846,1,10,6.0,44,5092535,39,11,108551,232.279,1,2020,7,13,Belgian Grand Prix
24753,1037,842,213,12,4.0,44,5096132,29,3,107839,233.815,1,2020,7,13,Belgian Grand Prix
24754,1037,840,211,9,2.0,44,5101364,34,13,109136,231.036,1,2020,7,13,Belgian Grand Prix
24755,1037,815,211,8,1.0,44,5101940,20,9,108389,232.628,1,2020,7,13,Belgian Grand Prix
24756,1037,826,213,11,0.0,44,5118961,28,15,109832,229.572,1,2020,7,13,Belgian Grand Prix
24757,1037,8,51,16,0.0,44,5120265,28,14,109822,229.593,1,2020,7,13,Belgian Grand Prix
24758,1037,20,6,14,0.0,44,5121655,31,16,109958,229.309,1,2020,7,13,Belgian Grand Prix
24759,1037,844,6,13,0.0,44,5123681,26,4,107840,233.813,1,2020,7,13,Belgian Grand Prix
24760,1037,154,210,17,0.0,44,5125554,28,17,110018,229.184,1,2020,7,13,Belgian Grand Prix
24761,1037,849,3,19,0.0,44,5126556,32,6,108048,233.362,1,2020,7,13,Belgian Grand Prix
24762,1037,825,210,20,0.0,44,5134301,37,7,108083,233.287,1,2020,7,13,Belgian Grand Prix
24763,1037,841,51,18,0.0,9,0,9,19,111793,225.545,3,2020,7,13,Belgian Grand Prix
24764,1037,847,3,15,0.0,9,0,5,18,111753,225.624,138,2020,7,13,Belgian Grand Prix
24765,1037,832,1,7,0.0,0,0,0,0,5400000,0.0,43,2020,7,13,Belgian Grand Prix
24766,1038,842,213,10,25.0,53,6426056,34,6,84037,248.162,1,2020,8,14,Italian Grand Prix
24767,1038,832,1,3,18.0,53,6426471,40,2,83882,248.62,1,2020,8,14,Italian Grand Prix
24768,1038,840,211,8,15.0,53,6429414,42,3,83896,248.576,1,2020,8,14,Italian Grand Prix
24769,1038,846,1,6,12.0,53,6432056,50,7,84232,247.587,1,2020,8,14,Italian Grand Prix
24770,1038,822,131,2,10.0,53,6433164,51,5,83961,248.386,1,2020,8,14,Italian Grand Prix
24771,1038,817,4,7,8.0,53,6434447,38,4,83898,248.573,1,2020,8,14,Italian Grand Prix
24772,1038,1,131,1,7.0,53,6443301,34,1,82746,252.033,1,2020,8,14,Italian Grand Prix
24773,1038,839,4,12,4.0,53,6444747,52,11,84490,246.831,1,2020,8,14,Italian Grand Prix
24774,1038,826,213,11,2.0,53,6448264,44,10,84479,246.863,1,2020,8,14,Italian Grand Prix
24775,1038,815,211,4,1.0,53,6449280,50,8,84336,247.282,1,2020,8,14,Italian Grand Prix
24776,1038,849,3,20,0.0,53,6458932,39,16,84999,245.353,1,2020,8,14,Italian Grand Prix
24777,1038,154,210,16,0.0,53,6461220,48,12,84785,245.972,1,2020,8,14,Italian Grand Prix
24778,1038,8,51,14,0.0,53,6462368,29,13,84835,245.827,1,2020,8,14,Italian Grand Prix
24779,1038,847,3,19,0.0,53,6462649,39,9,84420,247.033,1,2020,8,14,Italian Grand Prix
24780,1038,848,9,9,0.0,53,6463589,48,15,84926,245.564,1,2020,8,14,Italian Grand Prix
24781,1038,841,51,18,0.0,53,6481255,43,14,84856,245.766,1,2020,8,14,Italian Grand Prix
24782,1038,830,9,5,0.0,30,0,10,17,85539,243.804,131,2020,8,14,Italian Grand Prix
24783,1038,844,6,13,0.0,23,0,19,19,86026,242.424,3,2020,8,14,Italian Grand Prix
24784,1038,825,210,15,0.0,17,0,10,18,85787,243.099,131,2020,8,14,Italian Grand Prix
24785,1038,20,6,17,0.0,6,0,4,20,87107,239.415,23,2020,8,14,Italian Grand Prix
24786,1039,1,131,1,26.0,59,8375060,58,1,78833,239.518,1,2020,9,76,Tuscan Grand Prix
24787,1039,822,131,2,18.0,59,8379940,53,2,79432,237.712,1,2020,9,76,Tuscan Grand Prix
24788,1039,848,9,4,15.0,59,8383124,51,3,80039,235.909,1,2020,9,76,Tuscan Grand Prix
24789,1039,817,4,8,12.0,59,8385477,57,4,80426,234.774,1,2020,9,76,Tuscan Grand Prix
24790,1039,815,211,7,10.0,59,8390710,59,5,80632,234.175,1,2020,9,76,Tuscan Grand Prix
24791,1039,846,1,11,8.0,59,8393943,59,7,81198,232.542,1,2020,9,76,Tuscan Grand Prix
24792,1039,826,213,12,6.0,59,8396816,51,10,81458,231.8,1,2020,9,76,Tuscan Grand Prix
24793,1039,844,6,5,4.0,59,8403405,50,9,81229,232.453,1,2020,9,76,Tuscan Grand Prix
24794,1039,8,51,13,2.0,59,8404830,59,6,81164,232.64,1,2020,9,76,Tuscan Grand Prix
24795,1039,20,6,14,1.0,59,8405043,59,8,81202,232.531,1,2020,9,76,Tuscan Grand Prix
24796,1039,847,3,18,0.0,59,8407464,58,11,81645,231.269,1,2020,9,76,Tuscan Grand Prix
24797,1039,154,210,15,0.0,59,8417096,59,13,82263,229.532,1,2020,9,76,Tuscan Grand Prix
24798,1039,840,211,6,0.0,42,0,42,12,82068,230.077,29,2020,9,76,Tuscan Grand Prix
24799,1039,839,4,10,0.0,7,0,6,15,131793,143.27,23,2020,9,76,Tuscan Grand Prix
24800,1039,849,3,19,0.0,6,0,6,14,131365,143.736,4,2020,9,76,Tuscan Grand Prix
24801,1039,825,210,20,0.0,5,0,4,17,133812,141.108,4,2020,9,76,Tuscan Grand Prix
24802,1039,841,51,17,0.0,5,0,4,16,133809,141.111,4,2020,9,76,Tuscan Grand Prix
24803,1039,832,1,9,0.0,5,0,5,18,134103,140.802,4,2020,9,76,Tuscan Grand Prix
24804,1039,830,9,3,0.0,0,0,0,0,5400000,0.0,4,2020,9,76,Tuscan Grand Prix
24805,1039,842,213,16,0.0,0,0,0,0,5400000,0.0,4,2020,9,76,Tuscan Grand Prix
24806,1040,822,131,3,26.0,53,5640364,51,1,97030,216.972,1,2020,10,71,Russian Grand Prix
24807,1040,830,9,2,18.0,53,5648093,53,3,97332,216.298,1,2020,10,71,Russian Grand Prix
24808,1040,1,131,1,15.0,53,5663093,48,7,98075,214.66,1,2020,10,71,Russian Grand Prix
24809,1040,815,211,4,12.0,53,5670922,52,8,98140,214.515,1,2020,10,71,Russian Grand Prix
24810,1040,817,4,5,10.0,53,5692429,53,6,97886,215.074,1,2020,10,71,Russian Grand Prix
24811,1040,844,6,10,8.0,53,5702550,47,11,99053,212.54,1,2020,10,71,Russian Grand Prix
24812,1040,839,4,7,6.0,53,5708370,48,13,99216,212.191,1,2020,10,71,Russian Grand Prix
24813,1040,826,213,11,4.0,53,5709104,48,12,99133,212.369,1,2020,10,71,Russian Grand Prix
24814,1040,842,213,9,2.0,53,5730130,50,2,97231,216.523,1,2020,10,71,Russian Grand Prix
24815,1040,848,9,15,1.0,53,5738224,51,9,98377,214.001,1,2020,10,71,Russian Grand Prix
24816,1040,841,51,17,0.0,52,0,44,16,99765,211.021,11,2020,10,71,Russian Grand Prix
24817,1040,825,210,18,0.0,52,0,52,17,100380,209.731,11,2020,10,71,Russian Grand Prix
24818,1040,20,6,14,0.0,52,0,46,14,99588,211.398,11,2020,10,71,Russian Grand Prix
24819,1040,8,51,19,0.0,52,0,37,10,98858,212.96,11,2020,10,71,Russian Grand Prix
24820,1040,846,1,8,0.0,52,0,50,5,97377,216.198,11,2020,10,71,Russian Grand Prix
24821,1040,849,3,20,0.0,52,0,47,18,101044,208.352,11,2020,10,71,Russian Grand Prix
24822,1040,154,210,16,0.0,52,0,44,15,99614,211.343,11,2020,10,71,Russian Grand Prix
24823,1040,847,3,13,0.0,52,0,52,4,97352,216.254,11,2020,10,71,Russian Grand Prix
24824,1040,832,1,6,0.0,0,0,0,0,5400000,0.0,3,2020,10,71,Russian Grand Prix
24825,1040,840,211,12,0.0,0,0,0,0,5400000,0.0,4,2020,10,71,Russian Grand Prix
24826,1041,1,131,2,25.0,60,5749641,58,2,88145,210.253,1,2020,11,20,Eifel Grand Prix
24827,1041,830,9,3,19.0,60,5754111,60,1,88139,210.267,1,2020,11,20,Eifel Grand Prix
24828,1041,817,4,6,15.0,60,5764254,53,3,89584,206.876,1,2020,11,20,Eifel Grand Prix
24829,1041,815,211,9,12.0,60,5765711,58,4,89700,206.608,1,2020,11,20,Eifel Grand Prix
24830,1041,832,1,10,10.0,60,5771546,53,6,90129,205.625,1,2020,11,20,Eifel Grand Prix
24831,1041,842,213,12,8.0,60,5772407,53,5,90110,205.668,1,2020,11,20,Eifel Grand Prix
24832,1041,844,6,4,6.0,60,5780455,54,10,90712,204.303,1,2020,11,20,Eifel Grand Prix
24833,1041,807,211,20,4.0,60,5782237,58,11,90733,204.256,1,2020,11,20,Eifel Grand Prix
24834,1041,154,210,16,2.0,60,5788722,54,14,91562,202.407,1,2020,11,20,Eifel Grand Prix
24835,1041,841,51,14,1.0,60,5789676,38,12,90908,203.861,1,2020,11,20,Eifel Grand Prix
24836,1041,20,6,11,0.0,60,5790451,43,7,90408,204.99,1,2020,11,20,Eifel Grand Prix
24837,1041,8,51,19,0.0,60,5791117,54,9,90512,204.755,1,2020,11,20,Eifel Grand Prix
24838,1041,825,210,15,0.0,60,5799226,37,8,90456,204.881,1,2020,11,20,Eifel Grand Prix
24839,1041,849,3,18,0.0,60,5804090,39,13,91377,202.816,1,2020,11,20,Eifel Grand Prix
24840,1041,826,213,13,0.0,60,5805229,41,16,92214,200.975,1,2020,11,20,Eifel Grand Prix
24841,1041,846,1,8,0.0,42,0,40,17,92328,200.727,131,2020,11,20,Eifel Grand Prix
24842,1041,848,9,5,0.0,23,0,9,18,92330,200.723,21,2020,11,20,Eifel Grand Prix
24843,1041,839,4,7,0.0,22,0,21,19,93189,198.873,6,2020,11,20,Eifel Grand Prix
24844,1041,822,131,1,0.0,18,0,8,15,91884,201.697,131,2020,11,20,Eifel Grand Prix
24845,1041,847,3,17,0.0,12,0,6,20,94526,196.06,4,2020,11,20,Eifel Grand Prix
24846,1042,1,131,1,26.0,66,5396828,63,1,78750,212.708,1,2020,12,75,Portuguese Grand Prix
24847,1042,822,131,2,18.0,66,5422420,66,2,79345,211.113,1,2020,12,75,Portuguese Grand Prix
24848,1042,830,9,3,15.0,66,5431336,62,4,79854,209.767,1,2020,12,75,Portuguese Grand Prix
24849,1042,844,6,4,12.0,66,5462140,66,7,80408,208.322,1,2020,12,75,Portuguese Grand Prix
24850,1042,842,213,9,10.0,65,0,65,9,80551,207.952,11,2020,12,75,Portuguese Grand Prix
24851,1042,832,1,7,8.0,65,0,65,6,80268,208.685,11,2020,12,75,Portuguese Grand Prix
24852,1042,815,211,5,6.0,65,0,49,11,80801,207.306,11,2020,12,75,Portuguese Grand Prix
24853,1042,839,4,11,4.0,65,0,61,12,80859,207.16,11,2020,12,75,Portuguese Grand Prix
24854,1042,817,4,10,2.0,65,0,61,14,80906,207.04,11,2020,12,75,Portuguese Grand Prix
24855,1042,20,6,15,1.0,65,0,62,10,80731,207.489,11,2020,12,75,Portuguese Grand Prix
24856,1042,8,51,16,0.0,65,0,60,15,81058,206.652,11,2020,12,75,Portuguese Grand Prix
24857,1042,848,9,6,0.0,65,0,61,5,79890,209.673,11,2020,12,75,Portuguese Grand Prix
24858,1042,846,1,8,0.0,65,0,65,3,79360,211.073,11,2020,12,75,Portuguese Grand Prix
24859,1042,847,3,14,0.0,65,0,62,13,80882,207.101,11,2020,12,75,Portuguese Grand Prix
24860,1042,841,51,17,0.0,65,0,46,20,81893,204.544,11,2020,12,75,Portuguese Grand Prix
24861,1042,825,210,19,0.0,65,0,63,16,81460,205.632,11,2020,12,75,Portuguese Grand Prix
24862,1042,154,210,18,0.0,65,0,59,17,81664,205.118,11,2020,12,75,Portuguese Grand Prix
24863,1042,849,3,20,0.0,64,0,53,19,81859,204.629,12,2020,12,75,Portuguese Grand Prix
24864,1042,826,213,13,0.0,64,0,59,8,80449,208.216,12,2020,12,75,Portuguese Grand Prix
24865,1042,840,211,12,0.0,51,0,45,18,81694,205.043,130,2020,12,75,Portuguese Grand Prix
24866,1043,1,131,2,26.0,63,5312430,63,1,75484,234.121,1,2020,13,21,Emilia Romagna Grand Prix
24867,1043,822,131,1,18.0,63,5318213,63,2,75902,232.831,1,2020,13,21,Emilia Romagna Grand Prix
24868,1043,817,4,5,15.0,63,5326750,62,4,77551,227.878,1,2020,13,21,Emilia Romagna Grand Prix
24869,1043,826,213,8,12.0,63,5327571,62,6,77666,227.543,1,2020,13,21,Emilia Romagna Grand Prix
24870,1043,844,6,7,10.0,63,5331541,62,12,78173,226.067,1,2020,13,21,Emilia Romagna Grand Prix
24871,1043,815,211,11,8.0,63,5332082,49,9,78084,226.325,1,2020,13,21,Emilia Romagna Grand Prix
24872,1043,832,1,10,6.0,63,5332660,62,11,78118,226.226,1,2020,13,21,Emilia Romagna Grand Prix
24873,1043,846,1,9,4.0,63,5333561,63,8,78069,226.368,1,2020,13,21,Emilia Romagna Grand Prix
24874,1043,8,51,18,2.0,63,5334654,63,10,78088,226.313,1,2020,13,21,Emilia Romagna Grand Prix
24875,1043,841,51,20,1.0,63,5338828,61,15,78794,224.286,1,2020,13,21,Emilia Romagna Grand Prix
24876,1043,849,3,19,0.0,63,5339565,37,14,78719,224.499,1,2020,13,21,Emilia Romagna Grand Prix
24877,1043,20,6,14,0.0,63,5340883,44,7,77767,227.248,1,2020,13,21,Emilia Romagna Grand Prix
24878,1043,840,211,15,0.0,63,5341593,46,13,78360,225.528,1,2020,13,21,Emilia Romagna Grand Prix
24879,1043,154,210,16,0.0,63,5345365,45,17,78822,224.206,1,2020,13,21,Emilia Romagna Grand Prix
24880,1043,848,9,6,0.0,63,5369714,63,3,76176,231.991,1,2020,13,21,Emilia Romagna Grand Prix
24881,1043,847,3,13,0.0,51,0,43,16,78811,224.237,3,2020,13,21,Emilia Romagna Grand Prix
24882,1043,830,9,3,0.0,50,0,44,5,77637,227.628,29,2020,13,21,Emilia Romagna Grand Prix
24883,1043,825,210,17,0.0,47,0,45,18,79273,222.93,139,2020,13,21,Emilia Romagna Grand Prix
24884,1043,839,4,12,0.0,27,0,22,19,79606,221.998,6,2020,13,21,Emilia Romagna Grand Prix
24885,1043,842,213,4,0.0,8,0,5,20,80402,219.797,34,2020,13,21,Emilia Romagna Grand Prix
24886,1044,1,131,6,25.0,58,6139313,56,6,99413,193.302,1,2020,14,5,Turkish Grand Prix
24887,1044,815,211,3,18.0,58,6170946,50,12,100392,191.417,1,2020,14,5,Turkish Grand Prix
24888,1044,20,6,11,15.0,58,6171273,53,8,99662,192.819,1,2020,14,5,Turkish Grand Prix
24889,1044,844,6,12,12.0,58,6173171,47,11,99961,192.242,1,2020,14,5,Turkish Grand Prix
24890,1044,832,1,15,10.0,58,6173676,56,4,98753,194.592,1,2020,14,5,Turkish Grand Prix
24891,1044,830,9,2,8.0,58,6184186,53,3,98431,195.231,1,2020,14,5,Turkish Grand Prix
24892,1044,848,9,4,6.0,58,6185797,54,5,99098,193.915,1,2020,14,5,Turkish Grand Prix
24893,1044,846,1,14,5.0,58,6200572,58,1,96806,198.508,1,2020,14,5,Turkish Grand Prix
